content,score,at,sentiment,clean_content
"ni AI akhir² ini susah banget diatur personalisasinya. kek ga ngefek mau diatur kaya gimana. soalnya apa² dikit² disuruh nahan emosi, butuh bantuan pemetaan masalah malah diinvalidate pengalamannya bahkan dibilang terlalu baperan bahkan sering banget salah tangkap konteks. gatau kenapa dr akhir 2025 sampe sekarang jawabannya mostly plenger. tolong dibenerin dong responnya biar lebih bagus. ga semua orang dateng buat curhat/butuh sumber aja.",1,2026-05-13 02:50:13.000000,negatif,ni ai susah banget diatur personalisasinya kek ga ngefek diatur kaya gimana dikit disuruh nahan emosi butuh bantuan pemetaan diinvalidate pengalamannya dibilang baperan banget salah tangkap konteks gatau dr sampe jawabannya mostly plenger tolong dibenerin responnya biar bagus ga orang dateng curhatbutuh sumber aja
pengalaman penggunaan cukup normal,3,2026-05-18 03:40:27.563182,netral,pengalaman penggunaan normal
alasan terlalu lambat dan tidak cocok untuk di instal☹️,1,2026-05-16 11:00:03.000000,negatif,alasan lambat tidak cocok instal
kadang membantu kadang tidak,3,2026-05-18 03:40:27.563182,netral,kadang membantu kadang tidak
sangattt bagusss,5,2026-05-16 01:41:59.000000,positif,sangattt bagusss
oon bgt,2,2026-05-15 13:36:24.000000,negatif,oon bgt
kenapa kok mesti eror,3,2026-05-14 04:57:59.000000,netral,mesti eror
kurang akurat untuk tugas kuliah,1,2026-05-18 03:40:27.563182,negatif,kurang akurat tugas kuliah
"Emang seru sih Kayak Roleplay sama siapa Atau Gak Bikin cerita Tapi Lama-kelamaan Kena Batasan/Limit aku disitu Gabisa lanjut cerita Karena limit😓, maaf Ya aku Kasih 3 doang soalnya Banyak kena Limit",3,2026-05-16 14:42:25.000000,netral,emang seru sih kayak roleplay gak bikin cerita lamakelamaan kena batasanlimit disitu gabisa cerita limit maaf ya kasih doang kena limit
saya kecewa,2,2026-05-16 14:40:31.000000,negatif,kecewa
semoga Aplikasi ini bisa membantu,3,2026-05-11 17:07:34.000000,netral,semoga aplikasi membantu
knp g bisa kirim foto,5,2026-05-16 04:12:25.000000,positif,knp g kirim foto
"padahal jaringan bagus buat unduh gambar, malah tulisannya ""tidak ada koneksi tidak bisa mengunduh"" kalau gk salah gitu, malah gk bisa unduh padahal apknya bagus. tapi minusnya ya itu tadi",3,2026-05-12 13:06:26.000000,netral,jaringan bagus unduh gambar tulisannya tidak koneksi tidak mengunduh gk salah gitu gk unduh apknya bagus minusnya ya
"jelek, tidak sesuai kemauan, ngelunjak, POKOKNYA BINTANG 1.",1,2026-05-16 15:45:47.000000,negatif,jelek tidak sesuai kemauan ngelunjak pokoknya bintang
lama buat gambar,1,2026-05-14 11:18:35.000000,negatif,gambar
pembuatan gambar agak lama,2,2026-05-12 11:57:43.000000,negatif,pembuatan gambar
banyak gak bisa,3,2026-05-15 14:50:42.000000,netral,gak
ngomong kok sama Ai,3,2026-05-12 09:58:53.000000,netral,ngomong ai
sangat berguna,5,2026-05-12 12:23:35.000000,positif,berguna
sangat bagus aplikasi ini terimakasih,5,2026-05-13 12:24:27.000000,positif,bagus aplikasi terimakasih
lebih bagusan gemini asli klo buat edit foto okelah tapi buat jawaban mereka lebih suka menyangkal ketimbang ngasih data lebih baik,1,2026-05-14 16:03:49.000000,negatif,bagusan gemini asli klo edit foto okelah suka menyangkal ketimbang ngasih data
itu berguna,5,2026-05-12 15:17:52.000000,positif,berguna
mantap,3,2026-05-14 10:27:41.000000,netral,mantap
"Ai ini mengalami bug dan gabisa diajak ngobrol, bikin fotonya lama, ga bisa diajak kerja sama, sama kalo kali kali bisa diajak ngobrol malah ngelantur jawab nya",1,2026-05-16 16:40:43.000000,negatif,ai mengalami bug gabisa diajak ngobrol bikin fotonya ga diajak kerja kalo kali kali diajak ngobrol ngelantur nya
aplikasi ini biasa saja untuk belajar,3,2026-05-18 03:40:27.563182,netral,aplikasi belajar
bagus,5,2026-05-12 03:32:14.000000,positif,bagus
bagus,3,2026-05-13 14:17:12.000000,netral,bagus
good job,5,2026-05-13 13:34:32.000000,positif,good job
sekarang gpt ada iklannya,3,2026-05-12 22:51:31.000000,netral,gpt iklannya
sangattt baikkk,5,2026-05-14 11:51:07.000000,positif,sangattt baikkk
"amazing n fantastis... sangat rekomended buat bantu2 pekerjaan, atw bersantai sambil hiburan...",5,2026-05-16 18:06:58.000000,positif,amazing n fantastis rekomended bantu pekerjaan atw bersantai hiburan
sangat membantu,2,2026-05-16 04:53:08.000000,negatif,membantu
mantap,5,2026-05-15 05:02:29.000000,positif,mantap
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
kasih tutorial cara hapusnya nanti baru aku kasih bintang 5,3,2026-05-14 19:19:19.000000,netral,kasih tutorial hapusnya kasih bintang
