content,score,at,sentiment,clean_content
makasih,5,2026-05-15 11:35:03.000000,positif,makasih
bagus dan sangat membantu,5,2026-05-15 11:30:17.000000,positif,bagus membantu
membantu sekali...,5,2026-05-15 11:29:38.000000,positif,membantu
"bagus nurut, kurang nya itu jeda kayak kita foto mo diubah tp jeda besok lagi",4,2026-05-15 11:28:40.000000,positif,bagus nurut kurang nya jeda kayak foto mo diubah tp jeda besok
kurang cepat,4,2026-05-15 11:26:25.000000,positif,kurang cepat
Sesuai dengan kemauan kita,4,2026-05-15 11:26:20.000000,positif,sesuai kemauan
ini sangat membantu,5,2026-05-15 11:23:31.000000,positif,membantu
"buat stiker zalo yang comel@-kaa`_🧜‍♀️୧˚:Gambar yang diunggah tolong buat gambar bergaya stiker Gista menggunakan wajah yang imut tanpa mengubah foto menggunakan foto asli. Latar belakang bersih dan sederhana. total ada 16 exspresi beragam: tertawa, mengantuk, bingung, sedang makan, cemberut, exspresi lucu, dan lain-lain. setiap exspresi tambahkan teks bahasa Indonesia yang imut, misalnya: lagi kesel!, hmmm..., love you! capekkk, wow hahahaa..., mantap!!!, eh yaa..!!, achoo!, mlem mlem~, marah!",2,2026-05-15 11:21:03.000000,negatif,stiker zalo comelkaagambar diunggah tolong gambar bergaya stiker gista wajah imut mengubah foto foto asli latar bersih sederhana total exspresi beragam tertawa mengantuk bingung makan cemberut exspresi lucu lainlain exspresi tambahkan teks bahasa indonesia imut kesel hmmm love you capekkk wow hahahaa mantap eh yaa achoo mlem mlem marah
asik,5,2026-05-15 11:20:41.000000,positif,asik
sangat amat membantu jika ada soal yang tidak bisa mengerjakan nya sendiri,5,2026-05-15 11:20:06.000000,positif,membantu tidak nya
membantu kami desaind gambar untuk usaha kami,5,2026-05-15 11:19:08.000000,positif,membantu desaind gambar usaha
membantu banget,5,2026-05-15 11:18:44.000000,positif,membantu banget
kerenn sii ajaibb,5,2026-05-15 11:18:08.000000,positif,kerenn sii ajaibb
aplikasinya bagus bangetttttt👍🏻,5,2026-05-15 11:17:35.000000,positif,aplikasinya bagus bangetttttt
pakai chatgpt jualan kita laris,5,2026-05-15 11:12:42.000000,positif,pakai chatgpt jualan laris
ai nya gokil parah,5,2026-05-15 11:12:32.000000,positif,ai nya gokil parah
baguzz tpi agak oon,5,2026-05-15 11:12:01.000000,positif,baguzz tpi oon
sangat bagus,5,2026-05-15 11:06:44.000000,positif,bagus
sangat membantu,3,2026-05-15 11:04:20.000000,netral,membantu
mantap,5,2026-05-15 11:00:40.000000,positif,mantap
keren,5,2026-05-15 11:00:39.000000,positif,keren
banyak yg salah pas coba nanyak 🤧,1,2026-05-15 11:00:34.000000,negatif,yg salah pas coba nanyak
sangat membantu,5,2026-05-15 10:56:28.000000,positif,membantu
unik,5,2026-05-15 10:55:36.000000,positif,unik
sangat bagus,5,2026-05-15 10:55:34.000000,positif,bagus
aplikasinya sangat Bagus,5,2026-05-15 10:45:52.000000,positif,aplikasinya bagus
keren,5,2026-05-15 10:45:09.000000,positif,keren
mantap,5,2026-05-15 10:45:02.000000,positif,mantap
kurang perfect 🤣,1,2026-05-15 10:37:40.000000,negatif,kurang perfect
lumayan lah😃😄,5,2026-05-15 10:36:48.000000,positif,lumayan
sangat memuaskan,5,2026-05-15 10:36:26.000000,positif,memuaskan
all in ai!!!!,5,2026-05-15 10:36:08.000000,positif,all in ai
"baguss,,best pokoknya",5,2026-05-15 10:32:55.000000,positif,bagussbest pokoknya
bagus banget untuk bertanya hal yang rumit apapun itu,5,2026-05-15 10:29:49.000000,positif,bagus banget rumit apapun
bagus,5,2026-05-15 10:29:34.000000,positif,bagus
"sangat akurat dalam memberikan informasi, saya merasa terbantu sekali dengan aplikasi ini.",5,2026-05-15 10:27:26.000000,positif,akurat informasi terbantu aplikasi
baguss,5,2026-05-15 10:27:15.000000,positif,baguss
mntap,5,2026-05-15 10:23:12.000000,positif,mntap
bagussss sekali,5,2026-05-15 10:23:00.000000,positif,bagussss
bagus,5,2026-05-15 10:20:18.000000,positif,bagus
bagusss,5,2026-05-15 10:19:18.000000,positif,bagusss
aplikasi ini menuntut untuk membantu pekerjaan,5,2026-05-15 10:15:40.000000,positif,aplikasi menuntut membantu pekerjaan
bagus,5,2026-05-15 10:15:32.000000,positif,bagus
ini apk bagus bngt wok,5,2026-05-15 10:14:37.000000,positif,apk bagus bngt wok
bagus,5,2026-05-15 10:14:33.000000,positif,bagus
sangat puas,5,2026-05-15 10:08:07.000000,positif,puas
apknya bagus tapi kok aku baru bgebikin obrolan baru 5 menit udah kena limit aja tuh gimana dah kecewa ringan aku,5,2026-05-15 10:06:56.000000,positif,apknya bagus bgebikin obrolan menit udah kena limit aja tuh gimana dah kecewa ringan
keren bngt klo mau ngedit fto bener bener kya fto aslinya gaada yg berubah bintang 5 buat chatGPT👍👍,5,2026-05-15 10:06:08.000000,positif,keren bngt klo ngedit fto bener bener kya fto aslinya gaada yg berubah bintang chatgpt
berguna,4,2026-05-15 10:05:59.000000,positif,berguna
Ramah,5,2026-05-15 10:03:26.000000,positif,ramah
bagus,4,2026-05-15 10:02:15.000000,positif,bagus
"Halo tim ChatGPT, saya punya ide fitur. Saya ingin ada fitur videocall langsung di ChatGPT yang bisa digunakan gratis, dan untuk kualitas video lebih tinggi (HD/Full HD) bisa menggunakan paket premium. Fitur ini akan membuat ChatGPT lebih interaktif dan berguna untuk komunikasi langsung. Terima kasih",4,2026-05-15 10:02:04.000000,positif,halo tim chatgpt ide fitur fitur videocall langsung chatgpt gratis kualitas video hdfull hd paket premium fitur chatgpt interaktif berguna komunikasi langsung terima kasih
"keren ,membantu saya berkreasi",5,2026-05-15 10:01:49.000000,positif,keren membantu berkreasi
"bagus sangat membantu, the best👍💯",5,2026-05-15 09:56:35.000000,positif,bagus membantu the best
sangat bagus,5,2026-05-15 09:55:18.000000,positif,bagus
keren dan takjub,5,2026-05-15 09:50:19.000000,positif,keren takjub
sangat puas saya,5,2026-05-15 09:49:32.000000,positif,puas
ok dan sangat membantu,5,2026-05-15 09:48:59.000000,positif,ok membantu
ni apk bagus banget kek temen ngobrol gitu cuma kemarin pas aku buka tiba tiba history ku ilang semua padahal udah punya proyek gede dan gak aku hapus literally hilang sendiri aku udah coba pake cara log out liat arsip chat literally kosong. jadi buat developer nya kalo ada kendala kayak gini please segera diperbaiki ya. aku kangen ngobrolin hal hal di history lama aku🙏,5,2026-05-15 09:45:48.000000,positif,ni apk bagus banget kek temen ngobrol gitu kemarin pas buka history ku ilang udah proyek gede gak hapus literally hilang udah coba pake log out liat arsip chat literally kosong developer nya kalo kendala kayak gini please diperbaiki ya kangen ngobrolin history
ukaa kalii,5,2026-05-15 09:45:02.000000,positif,ukaa kalii
"aku suka kerana dia keren, bisa ngedit gambar, tapi chat gpt sekarang masih sama terkecuali, kapan kita mengirim gambar dari kamera, file, album, maksimumnya cuman 3 dan sekarang harus bayar untuk bisa lebih, gua dulu di kelas 6 sebelum semester 2 ujian akhir, dari semester 1 - tengah semester 2 masih bisa sepuas hati mengirim gambar sekarang bagaimana cuman 3 , sampai sini saja semoga pembuat chat gpt lihat",1,2026-05-15 09:44:15.000000,negatif,suka kerana keren ngedit gambar chat gpt terkecuali mengirim gambar kamera file album maksimumnya cuman bayar gua kelas semester ujian semester semester sepuas hati mengirim gambar cuman semoga pembuat chat gpt lihat
rumah gw ini,5,2026-05-15 09:42:50.000000,positif,rumah gw
"chatgpt sangat bagus dan jawaban nya jelas, walaupun kadang agak meleset, tapi ini aplikasi bagus, menurut ku ai terbaik selain grok, dan Gemini, dola buang aja",5,2026-05-15 09:35:31.000000,positif,chatgpt bagus nya kadang meleset aplikasi bagus ku ai terbaik grok gemini dola buang aja
sangat bagus,5,2026-05-15 09:34:59.000000,positif,bagus
sangat bagus,5,2026-05-15 09:33:22.000000,positif,bagus
good job,5,2026-05-15 09:32:33.000000,positif,good job
sangat membantu,4,2026-05-15 09:32:23.000000,positif,membantu
bagus banget pliss sukak apk nya,5,2026-05-15 09:25:02.000000,positif,bagus banget pliss sukak apk nya
kurang bisa mengedit lebih jeli,5,2026-05-15 09:24:53.000000,positif,kurang mengedit jeli
"proses nya capat, hasilnya jugak bagus",5,2026-05-15 09:23:35.000000,positif,proses nya capat hasilnya jugak bagus
ai nya bagus,5,2026-05-15 09:21:52.000000,positif,ai nya bagus
sangat baik tapi mohon dipercepat yaa,5,2026-05-15 09:18:56.000000,positif,mohon dipercepat yaa
bagus,5,2026-05-15 09:18:14.000000,positif,bagus
sangat membantu,5,2026-05-15 09:18:01.000000,positif,membantu
bagussss,5,2026-05-15 09:17:51.000000,positif,bagussss
bagus,5,2026-05-15 09:05:35.000000,positif,bagus
sangat keren dan sangat profesional... semoga makin sukses dan buat chat gpt ini menjadi Vidio seru di kemudian hari.,5,2026-05-15 09:04:49.000000,positif,keren profesional semoga sukses chat gpt vidio seru
baguss sangatt,5,2026-05-15 09:03:07.000000,positif,baguss sangatt
baguss anjj,5,2026-05-15 09:01:29.000000,positif,baguss anjj
membantu banget,5,2026-05-15 09:01:19.000000,positif,membantu banget
karna jelek udah butut jelek juga,1,2026-05-15 08:59:19.000000,negatif,karna jelek udah butut jelek
bagus sangat membantu instal sekarang bagus apk ya,5,2026-05-15 08:58:40.000000,positif,bagus membantu instal bagus apk ya
ini bagus untuk belajar yang susah terutama emang udah perfect,5,2026-05-15 08:57:19.000000,positif,bagus belajar susah emang udah perfect
ai nya pelupa pikun!,1,2026-05-15 08:56:57.000000,negatif,ai nya pelupa pikun
b aja,5,2026-05-15 08:56:33.000000,positif,b aja
sangat membantu,5,2026-05-15 08:55:04.000000,positif,membantu
bagus,5,2026-05-15 08:54:07.000000,positif,bagus
sangat bagus aplikasi nya,5,2026-05-15 08:52:01.000000,positif,bagus aplikasi nya
seru tapi waktunya di aku ada waktunya,5,2026-05-15 08:47:42.000000,positif,seru
bagus,5,2026-05-15 08:47:39.000000,positif,bagus
keren,5,2026-05-15 08:46:10.000000,positif,keren
bagus,5,2026-05-15 08:45:41.000000,positif,bagus
bagus banget nih sesuai banget,5,2026-05-15 08:44:52.000000,positif,bagus banget nih sesuai banget
keren Bingitttts,5,2026-05-15 08:44:29.000000,positif,keren bingitttts
sangat baik dan manfaat,5,2026-05-15 08:42:36.000000,positif,manfaat
"kesal bgt,ini gabisa itu gbsa",2,2026-05-15 08:39:39.000000,negatif,kesal bgtini gabisa gbsa
keren,5,2026-05-15 08:38:32.000000,positif,keren
baik dan bagus dan cepat👍,5,2026-05-15 08:29:49.000000,positif,bagus cepat
bguss,5,2026-05-15 08:27:25.000000,positif,bguss
Keren banget,5,2026-05-15 08:26:21.000000,positif,keren banget
Nice,5,2026-05-15 08:23:28.000000,positif,nice
good,5,2026-05-15 08:20:30.000000,positif,good
bagusss,5,2026-05-15 08:19:21.000000,positif,bagusss
"chat gpt sangat membantu, dalam tugas sekolah atau edit gambar sangat mempermudah",5,2026-05-15 08:15:09.000000,positif,chat gpt membantu tugas sekolah edit gambar mempermudah
sangat membantu,5,2026-05-15 08:14:19.000000,positif,membantu
bagus dan banyak mambantu,5,2026-05-15 08:13:04.000000,positif,bagus mambantu
bagus,5,2026-05-15 08:12:17.000000,positif,bagus
mantap,5,2026-05-15 08:12:05.000000,positif,mantap
bagus sekali sangat membantu,5,2026-05-15 08:09:37.000000,positif,bagus membantu
bagus,5,2026-05-15 08:07:38.000000,positif,bagus
mayan buat bikin pov hehe..i lopyu chatgpt,5,2026-05-15 08:06:33.000000,positif,mayan bikin pov hehei lopyu chatgpt
jelek,5,2026-05-15 08:05:42.000000,positif,jelek
Alhamdulillah.. memudah kan,5,2026-05-15 08:05:14.000000,positif,alhamdulillah memudah
"udah diupgrade dan bagus bet dan kalo disuruh nggambar suruh nulis yg kecil"" real g ubah hurufnya, detail banget. cuma 1 kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol malah respon gambar mulu+masalahnya ada pas disuruh nggambar gagal terus alasan masalah prompt ke3 terlalu mirip bla bla bla, kalo disuruh nggambar mirip gimana? itu tugas tolong segera diperbaiki",3,2026-05-15 08:01:26.000000,netral,udah diupgrade bagus bet kalo disuruh nggambar suruh nulis yg real g ubah hurufnya detail banget kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol respon gambar mulumasalahnya pas disuruh nggambar gagal alasan prompt bla bla bla kalo disuruh nggambar gimana tugas tolong diperbaiki
sangat membantu,5,2026-05-15 08:01:01.000000,positif,membantu
"Sekarang apa apa dibatasi,jadi menghambat inovasi untuk membuat karya",3,2026-05-15 07:59:43.000000,netral,dibatasijadi menghambat inovasi karya
cukup baikk,5,2026-05-15 07:59:06.000000,positif,baikk
Gampang Sii Kalah Ini,5,2026-05-15 07:55:39.000000,positif,gampang sii kalah
keren,5,2026-05-15 07:49:03.000000,positif,keren
ok,4,2026-05-15 07:41:51.000000,positif,ok
sangat baik dan memuaskan dan mudah kita g unakan,5,2026-05-15 07:37:03.000000,positif,memuaskan mudah g unakan
sangat puas,5,2026-05-15 07:34:54.000000,positif,puas
good,5,2026-05-15 07:31:10.000000,positif,good
okeee banget,5,2026-05-15 07:29:13.000000,positif,okeee banget
keren,5,2026-05-15 07:27:53.000000,positif,keren
"puas dengan hasilnya,",5,2026-05-15 07:24:50.000000,positif,puas hasilnya
wihh mntapp amatt nichh...semuaa serrba bisaa. terimakasih ....pertahankan semua yg adaa... pokok nyaa mantapppp. semua kerjaan jadi cepettt...,5,2026-05-15 07:22:59.000000,positif,wihh mntapp amatt nichhsemuaa serrba bisaa terimakasih pertahankan yg adaa pokok nyaa mantapppp kerjaan cepettt
sangat membantu,5,2026-05-15 07:20:37.000000,positif,membantu
bagus,5,2026-05-15 07:20:04.000000,positif,bagus
keren,5,2026-05-15 07:18:42.000000,positif,keren
sangat bagus,5,2026-05-15 07:17:09.000000,positif,bagus
bagus dan hasil nya tidak pernah mengecewakan,5,2026-05-15 07:08:06.000000,positif,bagus hasil nya tidak mengecewakan
bagus,5,2026-05-15 07:06:51.000000,positif,bagus
sangat membantu sekali chatgpt ini dan hasilnya juga sangat memuaskan,5,2026-05-15 07:06:44.000000,positif,membantu chatgpt hasilnya memuaskan
Bintang 5,5,2026-05-15 06:58:12.000000,positif,bintang
MANTAP,5,2026-05-15 06:55:53.000000,positif,mantap
Aplikasinya jelek banget sih Padahal udah masuk tapi aku gak Bisa dipake😡😤😡😤😡😤,1,2026-05-15 06:49:32.000000,negatif,aplikasinya jelek banget sih udah masuk gak dipake
aku suka banget sangat membantu,5,2026-05-15 06:48:33.000000,positif,suka banget membantu
"makin kesini makin lelet gambar lama muncul, baru edit beberapa foto limit habis 😩",1,2026-05-15 06:47:23.000000,negatif,kesini lelet gambar muncul edit foto limit habis
woooowww banget pokoknya,5,2026-05-15 06:45:29.000000,positif,woooowww banget pokoknya
suka bgtt apk nya,5,2026-05-15 06:43:27.000000,positif,suka bgtt apk nya
mantap,5,2026-05-15 06:43:21.000000,positif,mantap
bagus dan cepat,5,2026-05-15 06:42:32.000000,positif,bagus cepat
bijak,5,2026-05-15 06:41:28.000000,positif,bijak
ily gpt💗💗😵‍💫😵‍💫,5,2026-05-15 06:39:52.000000,positif,ily gpt
mantappp,4,2026-05-15 06:38:15.000000,positif,mantappp
baguss,4,2026-05-15 06:33:53.000000,positif,baguss
"bagus, membantu untuk cari referensi",5,2026-05-15 06:33:30.000000,positif,bagus membantu cari referensi
bagus,5,2026-05-15 06:30:25.000000,positif,bagus
chatgpt sangat bagus dan menenantu,5,2026-05-15 06:28:33.000000,positif,chatgpt bagus menenantu
bagus,4,2026-05-15 06:25:17.000000,positif,bagus
keren & kualitas gambar bagus,5,2026-05-15 06:24:20.000000,positif,keren kualitas gambar bagus
Respon nya lebih interaktif,5,2026-05-15 06:22:09.000000,positif,respon nya interaktif
bagusss,5,2026-05-15 06:19:05.000000,positif,bagusss
bagus sangat membantu,5,2026-05-15 06:17:17.000000,positif,bagus membantu
aplikasi ini membantu,5,2026-05-15 06:14:37.000000,positif,aplikasi membantu
sangat membantu sekali,5,2026-05-15 06:13:23.000000,positif,membantu
mantappp,5,2026-05-15 06:12:17.000000,positif,mantappp
The best lah pokoknya,5,2026-05-15 06:04:26.000000,positif,the best pokoknya
keren lah,4,2026-05-15 06:04:14.000000,positif,keren
sangat bagus,5,2026-05-15 06:03:14.000000,positif,bagus
kalau membuat gambar sangat lama,4,2026-05-15 06:02:43.000000,positif,gambar
"Mantap, Sangat membantu",5,2026-05-15 06:00:37.000000,positif,mantap membantu
keren,5,2026-05-15 06:00:26.000000,positif,keren
bagus,5,2026-05-15 05:57:32.000000,positif,bagus
good,5,2026-05-15 05:54:35.000000,positif,good
keren,5,2026-05-15 05:54:29.000000,positif,keren
ui nya gak keluar saat di chat,1,2026-05-15 05:52:42.000000,negatif,ui nya gak chat
Lucu temen curhat,5,2026-05-15 05:52:27.000000,positif,lucu temen curhat
aplikasinya sangat bagus untuk digunakan,5,2026-05-15 05:51:30.000000,positif,aplikasinya bagus
bgus,5,2026-05-15 05:45:13.000000,positif,bgus
bgus skli,5,2026-05-15 05:42:55.000000,positif,bgus skli
jawaban nya suka gak nyambung,2,2026-05-15 05:41:05.000000,negatif,nya suka gak nyambung
bagus,5,2026-05-15 05:40:50.000000,positif,bagus
enakk,5,2026-05-15 05:39:05.000000,positif,enakk
bagus,5,2026-05-15 05:38:19.000000,positif,bagus
bagus,5,2026-05-15 05:32:17.000000,positif,bagus
sangat baguss,5,2026-05-15 05:31:09.000000,positif,baguss
baguss👍🏽👍🏽👍🏽,5,2026-05-15 05:27:57.000000,positif,baguss
mantaf,5,2026-05-15 05:26:07.000000,positif,mantaf
Aplikasi yang hebat dan mantaab 👍👍👍,5,2026-05-15 05:24:03.000000,positif,aplikasi hebat mantaab
"baguss bgttt,sukakkk,luvv bgt",5,2026-05-15 05:22:10.000000,positif,baguss bgtttsukakkkluvv bgt
bagusssssssss,5,2026-05-15 05:18:18.000000,positif,bagusssssssss
baguss bgt ++💞,5,2026-05-15 05:16:03.000000,positif,baguss bgt
mantap,4,2026-05-15 05:13:05.000000,positif,mantap
aplikasi sangat bagus,5,2026-05-15 05:09:40.000000,positif,aplikasi bagus
bagus,5,2026-05-15 05:07:48.000000,positif,bagus
sangat cantik,5,2026-05-15 05:07:13.000000,positif,cantik
"membantu sekali, trimakasih🤗🤗",5,2026-05-15 05:05:39.000000,positif,membantu trimakasih
bagus banget 👍👍,5,2026-05-15 05:05:34.000000,positif,bagus banget
bagus,5,2026-05-15 05:04:49.000000,positif,bagus
bagus,4,2026-05-15 05:04:04.000000,positif,bagus
mantap,5,2026-05-15 05:02:29.000000,positif,mantap
Mantap,5,2026-05-15 05:01:22.000000,positif,mantap
mantap,5,2026-05-15 04:58:23.000000,positif,mantap
Jawaban suka berubah berubah aneh Dan bikin emosi dan pengetahuan sedikit di tanya columbina udah playbey kan malah jawab belum ku suruh coba cari deh terus bilang iya terus aku bilang iyakan? tiba tiba bilang BELUM hadeh niat dikit kek bikin emosi makin kesana makin bikin emosi awalnya baik loh terus harus premium pelit nya itu loh..dih ai macam apa ini bodoh.,1,2026-05-15 04:52:22.000000,negatif,suka berubah berubah aneh bikin emosi pengetahuan columbina udah playbey belum ku suruh coba cari deh bilang iya bilang iyakan bilang belum hadeh niat dikit kek bikin emosi kesana bikin emosi loh premium pelit nya lohdih ai bodoh
